Column1,user_id,task_id,created_at,updated_at,Разница,attempts,solved,points,max_attempts,results,answers,skipped,resource_type,type,submitted_at,wk_partial_answer,performance
906,672661,1215816,2/26/2026 12:48,2/26/2026 12:48,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1273132"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1273132"": [""2""]}]",,Lesson,UserAnswers::LessonAnswer,2/26/2026 12:48,,1.0
907,674171,1203185,2/13/2026 4:42,2/13/2026 4:43,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1255969"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1255969"": [""10361347""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 4:43,,0.0
908,674171,1204758,2/13/2026 4:43,2/13/2026 4:44,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1258225"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1258225"": ""10370343""}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 4:44,,0.0
909,674171,1204759,2/13/2026 4:44,2/13/2026 4:44,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1258226"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1258226"": ""10370348""}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 4:44,,1.0
910,674171,1204761,2/13/2026 4:44,2/13/2026 4:45,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1258228"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1258228"": ""10370355""}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 4:45,,0.0
911,674171,1204760,2/13/2026 4:44,2/13/2026 4:44,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1258227"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1258227"": ""10370353""}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 4:44,,1.0
912,674171,1204762,2/13/2026 4:45,2/13/2026 4:45,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1258229"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1258229"": [""10370359"", ""10370360"", ""10370361"", ""10370362""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 4:45,,1.0
913,674171,1199804,2/13/2026 4:54,2/13/2026 4:54,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1251587"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1251587"": [""10""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 4:54,,0.0
914,674171,1199806,2/13/2026 4:54,2/13/2026 4:55,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1251589"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1251589"": [""13.4""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 4:55,,0.0
915,674171,1199805,2/13/2026 4:55,2/13/2026 4:56,00.00.0000 00:01,1,FALSE,0.0,1,"[{""1251588"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1251588"": [""3.4""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 4:56,,0.0
916,674171,1199807,2/13/2026 4:56,2/13/2026 4:56,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1251590"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1251590"": [""42""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 4:56,,0.0
917,674171,1200743,2/13/2026 4:56,2/13/2026 4:57,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1252674"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1252674"": [""0.5""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 4:57,,0.0
918,674171,1200747,2/13/2026 4:58,2/13/2026 4:58,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1252678"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1252678"": [""5""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 4:58,,0.0
919,674171,1201409,2/13/2026 4:58,2/13/2026 5:00,00.00.0000 00:01,1,TRUE,1.0,1,"[{""1253653"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253653"": [""-1""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:00,,1.0
920,674171,1201410,2/13/2026 5:00,2/13/2026 5:01,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1253654"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1253654"": [""-2""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:01,,0.0
921,674171,1201411,2/13/2026 5:01,2/13/2026 5:01,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1253655"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253655"": [""4""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:01,,1.0
922,674171,1200744,2/13/2026 4:57,2/13/2026 4:58,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1252675"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1252675"": [""3""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 4:58,,0.0
923,674171,1200745,2/13/2026 4:58,2/13/2026 4:58,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1252676"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1252676"": [""2""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 4:58,,0.0
924,674171,1200746,2/13/2026 4:58,2/13/2026 4:58,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1252677"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1252677"": [""45""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 4:58,,0.0
925,674171,1201412,2/13/2026 5:01,2/13/2026 5:02,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1253656"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1253656"": [""6""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:02,,0.0
926,674171,1201413,2/13/2026 5:02,2/13/2026 5:02,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1253657"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1253657"": [""4""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:02,,0.0
927,674171,1203531,2/13/2026 5:03,2/13/2026 5:03,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1256594"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1256594"": [""3""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:03,,0.0
928,674171,1203532,2/13/2026 5:03,2/13/2026 5:03,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1256595"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1256595"": [""1""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:03,,1.0
929,674171,1203533,2/13/2026 5:03,2/13/2026 5:04,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1256596"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1256596"": [""5""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:04,,0.0
930,674171,1203534,2/13/2026 5:04,2/13/2026 5:04,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1256597"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1256597"": [""1""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:04,,0.0
931,667623,1203717,2/26/2026 15:20,2/26/2026 15:34,00.00.0000 00:13,1,TRUE,1.0,1,"[{""1256937"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1256937"": {""10365765"": ""10365766"", ""10365767"": ""10365768"", ""10365769"": ""10365770""}}]",False,Training,UserAnswers::TrainingAnswer,2/26/2026 15:23,False,0.0
932,667623,1203719,2/26/2026 15:20,2/26/2026 15:34,00.00.0000 00:13,1,TRUE,1.0,1,"[{""1256945"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1256945"": [""0.2""]}]",False,Training,UserAnswers::TrainingAnswer,2/26/2026 15:29,False,0.0
933,674171,1203535,2/13/2026 5:04,2/13/2026 5:05,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1256598"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1256598"": [""1""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:05,,0.0
934,674171,1204361,2/13/2026 5:05,2/13/2026 5:05,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1257740"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1257740"": [""8""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:05,,0.0
935,674171,1204362,2/13/2026 5:05,2/13/2026 5:05,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1257741"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1257741"": [""0""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:05,,0.0
936,674171,1204363,2/13/2026 5:05,2/13/2026 5:06,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1257742"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1257742"": [""2""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:06,,0.0
937,674171,1204364,2/13/2026 5:06,2/13/2026 5:06,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1257743"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1257743"": [""3""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:06,,0.0
938,674171,1204365,2/13/2026 5:06,2/13/2026 5:06,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1257744"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1257744"": [""14""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:06,,0.0
939,674171,1204768,2/13/2026 5:06,2/13/2026 5:06,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1258235"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1258235"": [""3""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:06,,0.0
940,674171,1204769,2/13/2026 5:07,2/13/2026 5:07,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1258236"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1258236"": [""1""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:07,,0.0
941,674171,1196527,2/13/2026 5:08,2/13/2026 5:08,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1246981"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1246981"": [""1""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:08,,0.0
942,674171,1197223,2/13/2026 5:10,2/13/2026 5:12,00.00.0000 00:01,1,FALSE,0.0,1,"[{""1248149"": {""points"": 0.0, ""coefficient"": 0}, ""1248151"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1248149"": [""300""], ""1248151"": [""5""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:12,,0.0
943,667623,1203725,2/26/2026 15:20,2/26/2026 15:34,00.00.0000 00:13,1,TRUE,1.0,1,"[{""1256959"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1256959"": {""10365820"": ""10365821"", ""10365822"": ""10365823"", ""10365824"": ""10365825""}}]",False,Training,UserAnswers::TrainingAnswer,2/26/2026 15:33,False,0.0
944,667623,1203726,2/26/2026 15:20,2/26/2026 15:34,00.00.0000 00:13,1,TRUE,1.0,1,"[{""1256961"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1256961"": ""10365832""}]",False,Training,UserAnswers::TrainingAnswer,2/26/2026 15:34,False,0.0
945,667623,1203722,2/26/2026 15:20,2/26/2026 15:34,00.00.0000 00:13,1,TRUE,1.0,1,"[{""1256953"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1256953"": [""10365807"", ""10365805"", ""10365806""]}]",False,Training,UserAnswers::TrainingAnswer,2/26/2026 15:31,False,0.0
946,674171,1204770,2/13/2026 5:07,2/13/2026 5:07,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1258237"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1258237"": [""2""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:07,,0.0
947,674171,1204771,2/13/2026 5:07,2/13/2026 5:07,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1258238"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1258238"": [""-3""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:07,,0.0
948,674171,1204772,2/13/2026 5:07,2/13/2026 5:07,00.00.0000 00:00,0,,0.0,1,[],[],,Lesson,UserAnswers::LessonAnswer,,,0.0
949,674171,1197228,2/13/2026 5:08,2/13/2026 5:10,00.00.0000 00:01,1,FALSE,0.0,1,"[{""1248157"": {""points"": 0.0, ""coefficient"": 0}, ""1248158"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1248157"": [""155""], ""1248158"": [""150""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:10,,0.0
950,674171,1196834,2/13/2026 5:12,2/13/2026 5:12,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1247583"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1247583"": [""2""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:12,,0.0
951,674171,1197166,2/13/2026 5:12,2/13/2026 5:15,00.00.0000 00:02,1,FALSE,0.0,1,"[{""1248075"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1248075"": [""5""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:15,,0.0
952,674171,1197167,2/13/2026 5:15,2/13/2026 5:15,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1248076"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1248076"": [""2""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:15,,0.0
953,674171,1197168,2/13/2026 5:15,2/13/2026 5:16,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1248077"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1248077"": [""4""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:16,,0.0
954,674171,1199813,2/13/2026 5:19,2/13/2026 5:20,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1251596"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1251596"": ""10343106""}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:20,,1.0
955,674171,1197169,2/13/2026 5:16,2/13/2026 5:17,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1248078"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1248078"": [""56""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:17,,0.0
956,674171,1197170,2/13/2026 5:17,2/13/2026 5:18,00.00.0000 00:01,1,FALSE,0.0,1,"[{""1248079"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1248079"": [""14""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:18,,0.0
957,674171,1199814,2/13/2026 5:20,2/13/2026 5:20,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1251597"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1251597"": [""53""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:20,,0.0
958,674171,1199818,2/13/2026 5:20,2/13/2026 5:20,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1251601"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1251601"": [""3""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:20,,0.0
959,674171,1199819,2/13/2026 5:20,2/13/2026 5:20,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1251602"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1251602"": [""2""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:20,,1.0
960,674171,1199866,2/13/2026 5:20,2/13/2026 5:20,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1251677"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1251677"": [""5""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:20,,1.0
961,671753,1205729,2/10/2026 12:58,2/10/2026 13:04,00.00.0000 00:06,1,TRUE,1.0,1,"[{""1259311"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1259311"": {""10374270"": ""10374271"", ""10374272"": ""10374273"", ""10374274"": ""10374275""}}]",False,Training,UserAnswers::TrainingAnswer,2/10/2026 13:02,False,0.0
962,671753,1205722,2/10/2026 12:58,2/10/2026 13:04,00.00.0000 00:06,1,TRUE,1.0,1,"[{""1259291"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1259291"": ""10374207""}]",False,Training,UserAnswers::TrainingAnswer,2/10/2026 13:00,False,0.0
963,671753,1205727,2/10/2026 12:58,2/10/2026 13:04,00.00.0000 00:06,1,TRUE,1.0,1,"[{""1259299"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1259299"": ""10374236""}]",False,Training,UserAnswers::TrainingAnswer,2/10/2026 13:01,False,0.0
964,671753,1212195,2/10/2026 12:58,2/10/2026 13:04,00.00.0000 00:06,1,TRUE,1.0,1,"[{""1267707"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1267707"": [""48""]}]",False,Training,UserAnswers::TrainingAnswer,2/10/2026 13:03,False,0.0
965,671753,1205717,2/10/2026 12:58,2/10/2026 13:04,00.00.0000 00:06,1,TRUE,1.0,1,"[{""1259264"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1259264"": [""8""]}]",False,Training,UserAnswers::TrainingAnswer,2/10/2026 13:04,False,0.0
966,674171,1201587,2/13/2026 5:28,2/13/2026 5:28,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1253874"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1253874"": ""10352785""}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:28,,0.0
967,674171,1201590,2/13/2026 5:29,2/13/2026 5:29,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1253877"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1253877"": ""10352800""}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:29,,0.0
968,674171,1201588,2/13/2026 5:29,2/13/2026 5:29,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1253875"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1253875"": ""10352792""}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:29,,0.0
969,674171,1201592,2/13/2026 5:29,2/13/2026 5:30,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1253879"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1253879"": ""10352808""}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:30,,1.0
970,674171,1201594,2/13/2026 5:30,2/13/2026 5:30,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1253881"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1253881"": [""3""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:30,,0.0
971,674171,1201601,2/13/2026 5:31,2/13/2026 5:31,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1253888"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1253888"": [""4.5""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:31,,0.0
972,674171,1201598,2/13/2026 5:30,2/13/2026 5:30,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1253885"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1253885"": [""50""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:30,,0.0
973,674171,1201599,2/13/2026 5:31,2/13/2026 5:31,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1253886"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1253886"": [""4""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:31,,0.0
974,674171,1206981,2/13/2026 5:33,2/13/2026 5:33,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1261228"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1261228"": [""9.2""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:33,,0.0
975,674171,1206985,2/13/2026 5:33,2/13/2026 5:34,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1261232"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1261232"": [""5""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:34,,0.0
976,674171,1206986,2/13/2026 5:34,2/13/2026 5:34,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1261233"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1261233"": [""2""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:34,,0.0
977,674171,1201602,2/13/2026 5:31,2/13/2026 5:32,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1253889"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1253889"": [""4""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:32,,0.0
978,674171,1206983,2/13/2026 5:33,2/13/2026 5:33,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1261230"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1261230"": ""10380932""}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:33,,1.0
979,674171,1209023,2/13/2026 5:35,2/13/2026 5:36,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1263701"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1263701"": [""10""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:36,,0.0
980,674171,1206980,2/13/2026 5:32,2/13/2026 5:33,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1261227"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1261227"": ""10380925""}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:33,,0.0
981,674171,1209021,2/13/2026 5:34,2/13/2026 5:35,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1263699"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1263699"": [""20""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:35,,0.0
982,674171,1209022,2/13/2026 5:35,2/13/2026 5:35,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1263700"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1263700"": [""2""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:35,,0.0
983,674171,1209027,2/13/2026 5:36,2/13/2026 5:36,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1263705"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1263705"": [""5""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:36,,0.0
984,674171,1209025,2/13/2026 5:36,2/13/2026 5:36,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1263703"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1263703"": [""5""]}]",,Lesson,UserAnswers::LessonAnswer,2/13/2026 5:36,,0.0
985,674171,1203726,2/13/2026 5:41,2/13/2026 5:42,00.00.0000 00:01,1,TRUE,1.0,1,"[{""1256961"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1256961"": ""10365832""}]",False,Training,UserAnswers::TrainingAnswer,2/13/2026 5:42,False,0.0
986,674171,1203725,2/13/2026 5:41,2/13/2026 5:42,00.00.0000 00:01,1,FALSE,0.0,1,"[{""1256959"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1256959"": {""10365820"": ""10365823"", ""10365822"": ""10365825"", ""10365824"": ""10365821""}}]",False,Training,UserAnswers::TrainingAnswer,2/13/2026 5:42,False,0.0
987,674171,1203717,2/13/2026 5:41,2/13/2026 5:42,00.00.0000 00:01,1,TRUE,1.0,1,"[{""1256937"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1256937"": {""10365765"": ""10365766"", ""10365767"": ""10365768"", ""10365769"": ""10365770""}}]",False,Training,UserAnswers::TrainingAnswer,2/13/2026 5:41,False,0.0
988,674171,1203719,2/13/2026 5:41,2/13/2026 5:42,00.00.0000 00:01,1,TRUE,1.0,1,"[{""1256945"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1256945"": [""0.2""]}]",False,Training,UserAnswers::TrainingAnswer,2/13/2026 5:41,False,0.0
989,674171,1203722,2/13/2026 5:41,2/13/2026 5:42,00.00.0000 00:01,1,FALSE,0.2,1,"[{""1256953"": {""points"": 0.2, ""coefficient"": 0}}]","[{""1256953"": [""10365809"", ""10365808"", ""10365807""]}]",False,Training,UserAnswers::TrainingAnswer,2/13/2026 5:41,False,0.0
990,674171,1204763,2/27/2026 5:21,2/27/2026 5:22,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1258230"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1258230"": ""10370365""}]",,Lesson,UserAnswers::LessonAnswer,2/27/2026 5:22,,0.0
991,674171,1204764,2/27/2026 5:22,2/27/2026 5:23,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1258231"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1258231"": ""10398296""}]",,Lesson,UserAnswers::LessonAnswer,2/27/2026 5:23,,1.0
992,674171,1204765,2/27/2026 5:23,2/27/2026 5:24,00.00.0000 00:01,1,FALSE,0.0,1,"[{""1258232"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1258232"": ""10370375""}]",,Lesson,UserAnswers::LessonAnswer,2/27/2026 5:24,,0.0
993,674171,1204766,2/27/2026 5:24,2/27/2026 5:25,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1258233"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1258233"": ""10370376""}]",,Lesson,UserAnswers::LessonAnswer,2/27/2026 5:25,,1.0
994,674171,1204767,2/27/2026 5:25,2/27/2026 5:25,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1258234"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1258234"": ""10370382""}]",,Lesson,UserAnswers::LessonAnswer,2/27/2026 5:25,,0.0
995,674171,1212990,2/27/2026 5:25,2/27/2026 5:26,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1268947"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1268947"": ""10412435""}]",,Lesson,UserAnswers::LessonAnswer,2/27/2026 5:26,,1.0
996,674171,1212991,2/27/2026 5:26,2/27/2026 5:26,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1268948"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1268948"": ""10412439""}]",,Lesson,UserAnswers::LessonAnswer,2/27/2026 5:26,,1.0
997,674171,1212992,2/27/2026 5:26,2/27/2026 5:28,00.00.0000 00:02,1,FALSE,0.0,1,"[{""1268949"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1268949"": ""10412442""}]",,Lesson,UserAnswers::LessonAnswer,2/27/2026 5:28,,0.0
998,674171,1212993,2/27/2026 5:28,2/27/2026 5:28,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1268952"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1268952"": ""10412449""}]",,Lesson,UserAnswers::LessonAnswer,2/27/2026 5:28,,1.0
999,674171,1212994,2/27/2026 5:29,2/27/2026 5:29,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1268953"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1268953"": ""10412454""}]",,Lesson,UserAnswers::LessonAnswer,2/27/2026 5:29,,1.0
1000,674171,1206987,2/27/2026 5:29,2/27/2026 5:30,00.00.0000 00:00,1,FALSE,0.0,1,"[{""1261235"": {""points"": 0.0, ""coefficient"": 0}}]","[{""1261235"": [""1""]}]",,Lesson,UserAnswers::LessonAnswer,2/27/2026 5:30,,0.0
1001,674171,1206988,2/27/2026 5:30,2/27/2026 5:31,00.00.0000 00:00,1,TRUE,1.0,1,"[{""1261236"": {""points"": 1.0, ""coefficient"": 1}}]","[{""1261236"": [""1""]}]",,Lesson,UserAnswers::LessonAnswer,2/27/2026 5:31,,1.0
